StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,trick,alpaca_315_no,alpaca_32_no,alpaca_325_no,alpaca_33_no,alpaca_335_no,alpaca_34_no,alpaca_345_no,alpaca_35_no,alpaca_355_no,alpaca_36_no,alpaca_365_no,alpaca_37_no,alpaca_315_go,alpaca_32_go,alpaca_325_go,alpaca_33_go,alpaca_335_go,alpaca_34_go,alpaca_345_go,alpaca_35_go,alpaca_355_go,alpaca_36_go,alpaca_365_go,alpaca_37_go,alpaca_315_me,alpaca_32_me,alpaca_325_me,alpaca_33_me,alpaca_335_me,alpaca_34_me,alpaca_345_me,alpaca_35_me,alpaca_355_me,alpaca_36_me,alpaca_365_me,alpaca_37_me,alpaca_315_ba,alpaca_32_ba,alpaca_325_ba,alpaca_33_ba,alpaca_335_ba,alpaca_34_ba,alpaca_345_ba,alpaca_35_ba,alpaca_355_ba,alpaca_36_ba,alpaca_365_ba,alpaca_37_ba,Trust_ba,Trust_me,Trust_go,Open,Ed,Gender,Gender_5_TEXT,Age,MTurk,SC0,MturkCode,Budget,Payment 
2/25/19 12:31,2/25/19 12:44,IP Address,103.59.202.106,100,799,TRUE,2/25/19 12:44,R_1HiTFiV7qMBknaG,,,,,18.97210693,72.82460022,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,4,2,2,Seeing the dots in graphs and guess it,Bachelor's degree in college (4-year),Male,,27,A2QD9PJUKW7PKK,-37000,833209437,11000,1.65
2/25/19 13:01,2/25/19 13:06,IP Address,73.240.219.180,100,356,TRUE,2/25/19 13:06,R_2qlMF4K2HW6LMVE,,,,,45.60319519,-122.5133057,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,2,4,6,I just chose depending on the predicted temperature being under 32 degrees and I weighed in some of the low to high confidence level as well.,Bachelor's degree in college (4-year),Female,,38,A1KX0MPSHBMRB9,-37000,551209488,11000,1.65
2/25/19 12:53,2/25/19 12:59,IP Address,71.209.133.237,100,347,TRUE,2/25/19 12:59,R_2taRDDpGAFP8LYY,,,,,33.63380432,-112.2065964,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,4,4,5,probability,Bachelor's degree in college (4-year),Male,,35,A207IHY6GERCFO,-39000,854209352,9000,1.35
2/25/19 12:46,2/25/19 12:57,IP Address,67.1.150.234,100,643,TRUE,2/25/19 12:57,R_tGIrY7QNaXDbzgZ,,,,,32.2460022,-110.9177017,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,2,4,6,"I tried to calculate the percentage chance of the temperature dropping below freezing, and multiplied that by $6000, and compared that to the $1000 it costs to issue blankets, and pick the lowest of the two numbers. I didn't really consider confidence at all, because I had nothing else to go on but the prediction, regardless of the confidence level.",Bachelor's degree in college (4-year),Male,,48,A2WGW5Y3ZFBDEC,-40000,470209336,8000,1.2
2/25/19 12:50,2/25/19 12:59,IP Address,209.194.199.4,100,573,TRUE,2/25/19 12:59,R_1H7tskN1u24M6UM,,,,,43.32899475,-73.68180084,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,2,5,6,I went based on my gut and the chance of it dropping below 32 and the accuracy.,Associate degree in college (2-year),Female,,37,A2CQP9DZSDUC5V,-40000,457209306,8000,1.2
2/25/19 13:52,2/25/19 13:55,IP Address,98.163.31.97,100,196,TRUE,2/25/19 13:55,R_1itiGDcOHw9CW11,,,,,37.30290222,-79.93219757,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,4,5,I considered how likely I thought it was whether the temperature would drop below 32 or not. The confidence ratings help me assess how accurate the forecast would be when doing so.,Some college but no degree,Male,,28,A2BW6WD7LZ9EGV,-40000,762209210,8000,1.2
2/25/19 12:47,2/25/19 12:53,IP Address,174.58.25.22,100,407,TRUE,2/25/19 12:53,R_1o7u03c3FCzZIIa,,,,,27.3269043,-82.54329681,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,6,7 (completely trustworthy),6,The predicted temperature and how many dots there were. How high or low the confidence rating was.,Some college but no degree,Female,,64,A16HSMUJ7C7QA7,-41000,358209410,7000,1.05
2/25/19 12:42,2/25/19 12:55,IP Address,216.110.214.42,100,783,TRUE,2/25/19 12:55,R_1o5b0dnPeOCn49K,,,,,44.83770752,-123.2512054,anonymous,EN,alpacas,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1 (not at all trustworthy),5,7 (completely trustworthy),I decided to issue blankets if there was a decent chance (>1/20) that it would be freezing. I also considered the confidence levels. I didn't trust the low confidence forecasts as much so I was more likely to play it safe and issue blankets regardless of the forecast when the confidence was low. I weighed the forecast and the risks of each situation.,Bachelor's degree in college (4-year),Male,,32,A320QA9HJFUOZO,-42000,692209751,6000,0.9
2/25/19 12:48,2/25/19 12:55,IP Address,175.157.43.194,100,401,TRUE,2/25/19 12:55,R_WibhQQn6cAlZ6Xn,,,,,6.917694092,79.87420654,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,4,6,7 (completely trustworthy),I didn't want to risk out if there is a small chance. But once in a while I went on my intuition if the chances are low.,Associate degree in college (2-year),Male,,31,A18MC27WTCEBA2,-42000,113209199,6000,0.9
2/25/19 13:11,2/25/19 13:20,IP Address,68.42.119.188,100,549,TRUE,2/25/19 13:20,R_7NUHIQN11zlxQAN,,,,,42.24389648,-83.58300018,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 (not at all trustworthy),4,7 (completely trustworthy),I decided if it was low to just issue the blankets because it was difficult to be sure,Associate degree in college (2-year),Female,,29,A3CQDCNYJAX2X3,-42000,459209947,6000,0.9
2/25/19 12:59,2/25/19 13:11,IP Address,65.34.69.37,100,777,TRUE,2/25/19 13:11,R_23Ud280251EKgbt,,,,,28.01400757,-81.95230103,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,4,6,"if there was less than about 20% chance, I chose no blankets. Otherwise I didn't risk it. When probable accuracy was med or low, I gave myself a little more leeway toward possible error.",Bachelor's degree in college (4-year),Male,,57,ARLSOH5YMGJGN,-43000,645209815,5000,0.75
2/25/19 12:36,2/25/19 12:40,IP Address,137.119.214.189,100,243,TRUE,2/25/19 12:40,R_12gMPkBosEUSD2B,,,,,35.76679993,-85.67880249,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4,4,4,I chose depending on the temp,High school graduate (high school diploma or equivalent including GED),Female,,36,A2YYQJ3JWA2KGD,-44000,230209454,4000,0.6
2/25/19 12:54,2/25/19 13:05,IP Address,76.185.183.214,100,619,TRUE,2/25/19 13:05,R_1JUCXc6YaypHB5C,,,,,29.42750549,-98.46009827,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,3,4,6,I just considered the average temp and then determined if a blankest should be used or not.,Some college but no degree,Male,,37,A3RYI5HXC2MJLN,-45000,453209244,3000,0.45
2/25/19 13:04,2/25/19 13:11,IP Address,85.97.186.121,100,450,TRUE,2/25/19 13:11,R_1DVhiVZfJ9fUrCO,,,,,40.98869324,29.02360535,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,1 (not at all trustworthy),4,7 (completely trustworthy),I am a risk averse person so when the chance are even higher than %35 I gave the coats. I also consider the accuracy of the forefast,Master's degree,Male,,34,ACGZDI611LU0I,-45000,570209472,3000,0.45
2/25/19 13:13,2/25/19 13:20,IP Address,68.188.167.211,100,435,TRUE,2/25/19 13:20,R_3fAJC54WJfHwp7G,,,,,43.0348053,-83.52680206,anonymous,EN,alpacas,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1 (not at all trustworthy),3,5,"I didn't want to take very many chances with the alpacas. I depended on the forecaster a lot, too.",Bachelor's degree in college (4-year),Male,,35,A1QA5EWFMNKGTA,-45000,551209772,3000,0.45
2/25/19 13:15,2/25/19 13:23,IP Address,35.134.119.170,100,474,TRUE,2/25/19 13:23,R_3k7gKNqdx8EkqOa,,,,,33.14520264,-97.06990051,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,4,5,6,I considered how high a chance there was for freezing temperatures. I also was more cautious when the scientists had low confidence. ,High school graduate (high school diploma or equivalent including GED),Male,,39,A3PIAHR6PGXZNT,-45000,113209998,3000,0.45
2/25/19 12:34,2/25/19 12:39,IP Address,66.66.153.4,100,318,TRUE,2/25/19 12:39,R_3I497W2cSOiD4ge,,,,,43.2203064,-77.59940338,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2,3,4,"Stright up odds was first, confidence level swayed it a little bit",Bachelor's degree in college (4-year),Male,,41,A3IR7DFEKLLLO,-46000,182209670,2000,0.3
2/25/19 12:41,2/25/19 12:48,IP Address,67.79.72.66,100,454,TRUE,2/25/19 12:48,R_3oWK0IELKEKUeRO,,,,,32.96359253,-96.74680328,anonymous,EN,alpacas,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,2,5,6,"If there was an approximately 50% chance the temp would be below freezing, I'd allocate the blankets. Otherwise, I said no.  I made these decisions regardless of whether the forecast was rated low/med/high.",Bachelor's degree in college (4-year),Female,,41,A2389DERMNF3ZB,-46000,560209352,2000,0.3
2/25/19 12:30,2/25/19 12:49,IP Address,76.187.65.25,100,1166,TRUE,2/25/19 12:49,R_2YEA5IXrq3FD0KQ,,,,,33.13710022,-96.74880219,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,4,6,mostly just added up the bubbles under 32 degrees and thought of each bubble as a 5% chance of the alpacas not making it. From there i tried to weigh in the confidence level. I figured a 0-20% percent risk was worth not giving blankets but also tried to take into account how accurate the weather forecast would be.,Some college but no degree,Male,,34,A2MCG5W6LHSRG9,-46000,367209833,2000,0.3
2/25/19 12:55,2/25/19 13:00,IP Address,73.198.13.141,100,320,TRUE,2/25/19 13:00,R_2cAZYpqsrujaCW5,,,,,39.37730408,-74.61229706,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,4,6,I looked for scenarios when the temperature was closer to 32 degrees.,Bachelor's degree in college (4-year),Male,,28,A3UV55HC87DO9C,-46000,320209941,2000,0.3
2/25/19 12:48,2/25/19 12:57,IP Address,73.169.252.53,100,519,TRUE,2/25/19 12:57,R_24vITBStwD7Qvwv,,,,,46.99389648,-122.7429962,anonymous,EN,alpacas ,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,3,4,6,I erred on the side of caution. If I thought there was a better chance than not that the temp would drop below 32 I would send the blankets.,Bachelor's degree in college (4-year),Female,,59,A2PXJTMWGUE5DC,-47000,113209313,1000,0.15
2/25/19 13:13,2/25/19 13:24,IP Address,47.135.38.221,100,610,TRUE,2/25/19 13:24,R_2S05Tis5KdqRV3E,,,,,35.57589722,-81.17449951,anonymous,EN,alpacas,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 (not at all trustworthy),3,6,If there was a high probability I chose to side with that recommendation. Anything else like a low or medium I made an educated guess based on the stats.,Associate degree in college (2-year),Male,,31,A8BGHKGBA8O33,-47000,540209540,1000,0.15
2/25/19 13:19,2/25/19 13:22,IP Address,72.184.54.227,100,175,TRUE,2/25/19 13:22,R_2ATjd2oglKfzttH,,,,,28.14900208,-82.04109955,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,4,5,Fun task ,Some college but no degree,Male,,36,A1LOD3LNX7FUPJ,-48000,649209918,0,0
2/25/19 12:29,2/25/19 12:34,IP Address,24.18.153.117,100,285,TRUE,2/25/19 12:34,R_1K72D5XlYG1twUO,,,,,47.32359314,-122.3186951,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,3,3,3,How many chose 32 or less. Confidence level was ineffective.,Bachelor's degree in college (4-year),Male,,28,A2CK0OXMPOR9LE,-49000,170209864,-1000,-0.15
2/25/19 12:34,2/25/19 12:38,IP Address,181.50.202.235,100,276,TRUE,2/25/19 12:38,R_2dxTOyZCQsXRE6v,,,,,3.438400269,-76.52320099,anonymous,EN,alpacas,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,1 (not at all trustworthy),4,7 (completely trustworthy),Odds of temperature dropping below 32 and level of confidence,Some college but no degree,Male,,33,A2KVYRNL2CK95F,-49000,581209928,-1000,-0.15
2/25/19 13:08,2/25/19 13:14,IP Address,73.184.74.53,100,397,TRUE,2/25/19 13:14,R_3JJCIPR0Pnmb4ic,,,,,33.87800598,-83.89230347,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,4,4,4,just really based it on percentage chance and took a risk,Associate degree in college (2-year),Female,,46,A3U761PEG7MFKT,-49000,746209464,-1000,-0.15
2/25/19 14:14,2/25/19 14:24,IP Address,73.140.16.237,100,600,TRUE,2/25/19 14:24,R_3rZHCx6z5ZzqDVQ,,,,,47.90170288,-122.2472,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,3,4,6,I considered how likely the temperature would be below 32 for each scenario and  if it seemed likely by the data I would say the alpacas should have blankets. I also thought this if the data had a high or medium likelihood of being accurate. If it had a lower likelihood of being accurate I just went with what I thought seemed right. ,Some college but no degree,Female,,46,AQAXDL1INQC9Q,-49000,940209877,-1000,-0.15
2/25/19 12:31,2/25/19 12:37,IP Address,47.196.108.221,100,355,TRUE,2/25/19 12:37,R_2wnU1ed9V4pM0ZW,,,,,27.90319824,-82.29109955,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,2,4,4,I feel like the predictions didn't help much especially when they said low. Because then it just means nothing I'm looking at really has any meaning. So I mostly just stuck to looking at the balls on the line for an approximation,High school graduate (high school diploma or equivalent including GED),Male,,31,A2IUT0610X9CV0,-50000,584209174,-2000,-0.3
2/25/19 12:51,2/25/19 13:18,IP Address,100.7.42.168,100,1596,TRUE,2/25/19 13:18,R_1odVQlfmQq4oaqM,,,,,37.48150635,-77.64189911,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,5,5,I just went with my instinct and based on the highest probability. I chose conservatively when the confidence was low.,Some college but no degree,Male,,52,A3N7R7P9HP2YB6,-50000,462209651,-2000,-0.3
2/25/19 13:48,2/25/19 13:56,IP Address,96.230.181.100,100,439,TRUE,2/25/19 13:56,R_1jSMWKPnJyn1VGS,,,,,41.98460388,-71.51940155,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2,4,6,"If the prediction has a more than 35% chance of freezing, I'll choose yes",Master's degree,Female,,29,A3GJWXA13GMS9H,-50000,196209781,-2000,-0.3
2/25/19 12:34,2/25/19 12:40,IP Address,174.101.212.155,100,355,TRUE,2/25/19 12:40,R_2fAGgXIm0U0zyGL,,,,,39.92419434,-83.80879974,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,3,4,6,If the forecast made it seem likely the temperature would drop below 32f I sent the blankets,High school graduate (high school diploma or equivalent including GED),Male,,36,A3L60SOWLYEDN2,-51000,727209348,-3000,-0.45
2/25/19 12:32,2/25/19 12:35,IP Address,24.6.175.172,100,215,TRUE,2/25/19 12:35,R_1oAYd7wee1VB1qU,,,,,37.33039856,-121.7913055,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,2,5,6,"range, confidence",Bachelor's degree in college (4-year),Male,,35,A1YSYI926BBOHW,-53000,438209324,-5000,-0.75
2/25/19 12:31,2/25/19 12:43,IP Address,66.67.15.186,100,746,TRUE,2/25/19 12:43,R_1kM76jR8YjDL7Ro,,,,,42.86369324,-76.99130249,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,2,4,7 (completely trustworthy),"I sometimes counted the circles, at other times I relied heavily on forecast confidence predictions.",Bachelor's degree in college (4-year),Male,,63,A10YS8AVLQWUZZ,-54000,441209562,-6000,-0.9
2/25/19 13:26,2/25/19 13:30,IP Address,24.171.75.95,100,238,TRUE,2/25/19 13:30,R_3G8tq03tWDHoX35,,,,,38.31700134,-88.91049957,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1 (not at all trustworthy),4,6,"no matter the temp, if it was low i gave blankets.  if it was high and wasn't going below freezing much, i said no",Master's degree,Female,,33,A2DNLHS1RSTF5R,-54000,898209700,-6000,-0.9
2/25/19 13:00,2/25/19 13:07,IP Address,64.121.85.105,100,401,TRUE,2/25/19 13:07,R_2bOikoVgTR11HwT,,,,,40.52929688,-75.50099945,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,3,5,6,"When it was quite likely (usually 4 dots or more) that the temperature would fall below 32, then I would choose to have blankets issued.",Bachelor's degree in college (4-year),Male,,38,A183WYXN12P2TJ,-55000,299209377,-7000,-1.05
2/25/19 12:31,2/25/19 12:39,IP Address,68.119.43.1,100,503,TRUE,2/25/19 12:39,R_2QRGYp9uRUMa2ys,,,,,35.75759888,-81.3289032,anonymous,EN,alpacas,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,5,6,just depended o how many dots were under the 32 mark,Associate degree in college (2-year),Female,,41,A3FOKP72T5I4R,-59000,316209766,-11000,-1.65
2/25/19 12:33,2/25/19 12:41,IP Address,72.249.239.118,100,503,TRUE,2/25/19 12:41,R_2Sfrq752CMho6mR,,,,,38.11039734,-108.2845001,anonymous,EN,alpacas,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,4,5,6,I just figured how likely it was to be below 32 degrees. ,Bachelor's degree in college (4-year),Female,,36,AQXRHIMQ7UK7O,-59000,713209865,-11000,-1.65
2/25/19 12:59,2/25/19 13:05,IP Address,67.245.212.31,100,383,TRUE,2/25/19 13:05,R_1DZoEMlwPgckdpK,,,,,41.58770752,-74.50389862,anonymous,EN,alpacas,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,4,6,7 (completely trustworthy),I considered the confidence of prediction and went with my gut instinct  ,High school graduate (high school diploma or equivalent including GED),Male,,41,A147F5PJTHOB8A,-59000,620209527,-11000,-1.65
2/25/19 13:07,2/25/19 13:14,IP Address,72.24.233.212,100,469,TRUE,2/25/19 13:14,R_2zuOtrRIGv2KqKp,,,,,34.60189819,-112.3264008,anonymous,EN,alpacas ,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,5,7 (completely trustworthy),I thought about the penalty if I didn't issue blankets when needed. I thought it might be best to be safe when the confidence in the temperature prediction wasn't high. I wanted to maximize payment.,Bachelor's degree in college (4-year),Male,,28,AETIZKQNUSBLB,-59000,897209863,-11000,-1.65
