"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","meta_info_Browser","meta_info_Version","meta_info_Operating.System","meta_info_Resolution","do_you_consent","Q16","Q20","X1_Q6","X2_Q6","X3_Q6","X4_Q6","X5_Q6","X6_Q6","X7_Q6","X8_Q6","X9_Q6","X10_Q6","X11_Q6","X12_Q6","X13_Q6","X14_Q6","X15_Q6","X16_Q6","X17_Q6","X18_Q6","X19_Q6","X20_Q6","X1_Q8","X2_Q8","X3_Q8","X4_Q8","X5_Q8","X6_Q8","X7_Q8","X8_Q8","X9_Q8","X10_Q8","X11_Q8","X12_Q8","X13_Q8","X14_Q8","curve.for.decision","curve.for.decision_7_TEXT","description","seed","PROLIFIC_PID","STUDY_ID","SESSION_ID","total_trials","budget","TotalTrialsSingle","TotalTrialsMultiple","COMP_CODE","trial_index_map_single","trial_index_map_multiple","vis","FL_9_DO"
"2024-08-26 16:32:54","2024-08-26 16:50:21","IP Address","100","1046","True","2024-08-26 16:50:21","R_3P7fWSFPkwvglHT","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1536x864","Yes","8","50","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","I decided to send blankets if the lowest forecasted probability exceeds 10 percent.","8921","c2c8f76d","66ccf173b81f6fa4a2b24eb3","66cd02861ee68bac25cefd0c","30","8000","18","12","CK3LYXU8","[14,9,11,10,16,3,5,1,15,17,101,8,12,2,102,18,4,6,13,7]","[11,12,2,7,8,101,6,1,102,10,3,4,9,5]","ensembles","FL_11|FL_21"
"2024-08-20 12:52:49","2024-08-20 12:53:02","IP Address","18","12","False","2024-08-27 12:53:03","R_5AKUdfh6869T5Tj","anonymous","EN","1","Chrome","127.0.0.0","Macintosh","1512x982","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9225","c77a86d2","66c4e5bcf4eb96e21f717075","07agm0dwgb8","30","18000","18","12","CK3LYXU8","[2,6,4,17,7,10,3,18,13,5,0,14,15,11,8,12,1,16,9]","[11,8,3,2,4,9,12,5,7,1,10,6]","pbox","FL_11"
"2024-08-28 06:23:35","2024-08-28 06:32:51","IP Address","100","556","True","2024-08-28 06:32:52","R_37JVavrGx5J5MjX","anonymous","EN","1","Firefox","127.0","Windows NT 10.0","2560x1440","Yes","30","70","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","B","","I tried to look at the average of the forecasts.","9315","1fd3fed4","66ce89a62b683fcc5f5b8a03","66cf16bf6179159c9560e1fb","30","6000","18","12","CK3LYXU8","[2,8,15,101,9,14,11,4,3,12,102,17,16,1,6,18,13,5,7,10]","[2,12,9,102,11,10,1,4,6,101,8,3,5,7]","ensembles","FL_11|FL_21"
"2024-08-28 06:23:26","2024-08-28 06:33:17","IP Address","100","591","True","2024-08-28 06:33:17","R_1atk2Mbq8Je04WR","anonymous","EN","1","Chrome","128.0.0.0","Linux x86_64","320x640","Yes","40","30","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","B","","I really tried to anticipate if the weather would increase temperature","3426","bbbbe5b3","66ce89a62b683fcc5f5b8a03","66cf16b257ec1be7a95245d7","30","-12000","18","12","CK3LYXU8","[8,4,102,3,17,10,12,13,1,101,6,14,9,2,15,16,18,5,7,11]","[12,9,5,2,11,102,1,6,10,7,101,3,4,8]","pbox","FL_21|FL_11"
"2024-08-28 06:21:03","2024-08-28 06:33:21","IP Address","100","737","True","2024-08-28 06:33:21","R_7jeW6TCRALZXqpp","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1504x1003","Yes","30","70","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","B","","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","8736","70aac4dd","66ce89a62b683fcc5f5b8a03","66cf1625ed24513295aa3b64","30","11000","18","12","CK3LYXU8","[1,2,9,14,8,11,15,101,13,18,16,4,12,102,10,17,5,6,3,7]","[1,12,102,10,9,8,7,6,101,11,3,4,2,5]","ensembles","FL_11|FL_21"
"2024-08-28 06:26:18","2024-08-28 06:37:00","IP Address","100","641","True","2024-08-28 06:37:00","R_5AZ4BUqu4FWLx2M","anonymous","EN","1","Safari","17.6","Macintosh","1440x900","Yes","30","70","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Other (please describe)","A and C","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","4996","f3e25d87","66ce89a62b683fcc5f5b8a03","66cf175f3de6e60026f10665","30","5000","18","12","CK3LYXU8","[12,13,17,2,11,14,15,18,4,3,101,1,10,102,7,5,8,16,9,6]","[7,8,2,11,101,1,9,102,12,3,5,10,6,4]","ensembles","FL_11|FL_21"
"2024-08-28 06:26:40","2024-08-28 06:37:16","IP Address","100","635","True","2024-08-28 06:37:16","R_7CTgn1eX8xSzT1i","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","A","","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","4725","4b94f79d","66ce89a62b683fcc5f5b8a03","66cf177acec6f10bc3010bc6","30","7000","18","12","CK3LYXU8","[10,5,15,18,12,2,101,1,6,4,102,8,17,16,13,11,14,3,9,7]","[1,3,11,101,4,12,10,8,102,7,9,2,6,5]","pbox","FL_21|FL_11"
"2024-08-28 06:29:09","2024-08-28 06:38:44","IP Address","100","574","True","2024-08-28 06:38:45","R_3fPCn3dNqV5Aa5s","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","A,B","","I just tried to balance the risk with the reward. Once the risk got above25-30% i felt it was worth buying the blankets","3104","24823e64","66ce89a62b683fcc5f5b8a03","66cf180abc9d7b9839e28f38","30","1000","18","12","CK3LYXU8","[15,14,12,13,101,8,2,3,1,102,7,10,9,18,6,17,16,5,4,11]","[2,1,8,5,12,6,101,10,9,102,11,4,3,7]","pbox","FL_21|FL_11"
"2024-08-28 06:23:21","2024-08-28 06:44:35","IP Address","100","1274","True","2024-08-28 06:44:36","R_3eslMXH358RVeFZ","anonymous","EN","0.699999988079071","Chrome","127.0.0.0","Windows NT 10.0","1920x1080","Yes","60","60","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","B","","","8570","394b4901","66ce89a62b683fcc5f5b8a03","66cf162be7112888a3b8ba24","30","-3000","18","12","CK3LYXU8","[11,3,18,15,4,9,7,1,102,17,6,14,13,101,8,16,10,2,12,5]","[2,7,9,12,101,11,4,5,102,10,6,1,8,3]","pbox","FL_21|FL_11"
"2024-08-28 06:24:32","2024-08-28 06:44:40","IP Address","100","1207","True","2024-08-28 06:44:40","R_6ec8lyfF8UAlGjT","anonymous","EN","1","Firefox","129.0","Macintosh","1280x800","Yes","30","70","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","A,B","","For a single graph, I sent blanket when probability of temperature below 32 degree is more than 10 percent. For multiple graphs, I used the average of the two graphs with highest probabilities. I erred on the side of caution because I didn't want the alpacas to die.","5915","836b05cf","66ce89a62b683fcc5f5b8a03","66cf16f3ed24513295aa3b93","30","9000","18","12","CK3LYXU8","[5,10,102,7,14,18,2,3,6,15,101,12,13,8,1,16,11,9,4,17]","[10,2,8,102,11,9,4,101,1,5,7,6,3,12]","ensembles","FL_11|FL_21"
"2024-08-28 06:32:06","2024-08-28 06:45:31","IP Address","100","805","True","2024-08-28 06:45:32","R_5yINn0MVnTv7y81","anonymous","EN","1","Chrome","127.0.0.0","CrOS x86_64 14541.0.0","1600x900","Yes","30","70","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","B","","I looked at the temp predictions, but also the high and low end of the prediction models and went for somewhere in between, the ""middle ground"" so to speak.  Then based my decision on that middle area.  I figured the high and low ends were likely statistical outliers. ","7619","2e14d4df","66ce89a62b683fcc5f5b8a03","66cf18bd7d90a5f5361e5318","30","0","18","12","CK3LYXU8","[17,10,5,15,101,6,1,4,102,12,14,16,9,7,13,3,2,18,8,11]","[3,12,9,102,11,6,4,10,2,1,101,7,5,8]","ensembles","FL_11|FL_21"
"2024-08-28 06:24:57","2024-08-28 06:45:34","IP Address","100","1237","True","2024-08-28 06:45:35","R_3lzaU5enzifTn4D","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","A,B,C","","I looked at the percents for every line and mainly focused on lowest and highest. If there was a big gap for example, the lowest was 10% and the highest was 70% id say yes the alpacas need blankets. I felt the probability was higher that it would drop below 32 degrees when there was a wide range. When the range was low and similar for example 10% and 20% I'd say no because I had a better chance of it not going below 32. I did get confused in the beginning and put the wrong answer for one because I wasn't understanding the graph. But after going to the next one I understood and developed a strategy.","1006","fcfe698f","66ce89a62b683fcc5f5b8a03","66cf1711a99376a474d9cc21","30","8000","18","12","CK3LYXU8","[16,15,10,3,8,9,13,102,18,4,7,101,5,1,12,6,17,14,11,2]","[8,6,2,5,102,3,12,10,4,11,101,9,7,1]","ensembles","FL_11|FL_21"
"2024-08-28 06:31:12","2024-08-28 06:46:24","IP Address","100","911","True","2024-08-28 06:46:24","R_3fCcjny4T7sgEPl","anonymous","EN","1","Chrome","127.0.0.0","Macintosh","1440x900","Yes","30","70","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","A,C","","I made my decision based on the highest probability.","7246","526e0b66","66ce89a62b683fcc5f5b8a03","66cf1888647005075340ef6c","30","3000","18","12","CK3LYXU8","[11,15,14,2,1,13,18,10,9,8,17,102,5,6,7,101,3,16,12,4]","[1,9,5,11,102,6,7,12,101,4,2,10,8,3]","ensembles","FL_11|FL_21"
"2024-08-28 06:28:33","2024-08-28 06:46:29","IP Address","100","1075","True","2024-08-28 06:46:29","R_3RfMX6W5klMW2ny","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Other (please describe)","I looked at all of them to see where they all fell on the line. I looked at the minimum, median, and maximum temperatures that it could be. ","If it were a lower percentage, I would take a slight risk of not giving the blankets to the alpacas. If it were a higher percentage then I would send blankets. I feel like I got burned on the ones that showed an almost 0 percent risk of the temperature being lower than 32 degrees. I wanted to save money by not sending blankets those days. I got burned on one that looked extremely safe, so maybe I should have erred on the side of caution and given blankets up until the end and then increased my risk as I went on. I think I lost money and panicked at the end to try and end with money and it ended up putting me into the negatives. I feel like gamblers do this to try and make their money back up, but it ends up making them lose more. ","8696","80c0c48d","66ce89a62b683fcc5f5b8a03","66cf17e8523d68be8a8dde45","30","-8000","18","12","CK3LYXU8","[16,9,17,2,11,13,101,6,8,12,18,10,4,102,15,3,1,5,7,14]","[7,10,4,102,6,11,8,101,12,2,1,3,5,9]","ensembles","FL_11|FL_21"
"2024-08-28 06:25:27","2024-08-28 06:47:20","IP Address","100","1312","True","2024-08-28 06:47:21","R_6TUObh2vVQ2oI5b","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","A,C","","I was looking at the highest point of both A and E and I followed that the E was highest so I decided that way. For the first task, I just looked at 32 and where it laid at.","7863","8f4cf670","66ce89a62b683fcc5f5b8a03","66cf172f177678c4fca472bd","30","-10000","18","12","CK3LYXU8","[8,15,17,16,5,102,12,14,1,6,101,2,13,4,7,9,18,10,11,3]","[8,11,10,101,1,3,9,102,4,5,12,6,7,2]","pbox","FL_21|FL_11"
"2024-08-28 06:28:51","2024-08-28 06:47:25","IP Address","100","1113","True","2024-08-28 06:47:25","R_1ETNEpU9zGUBPTr","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1494x934","Yes","30","70","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Other (please describe)","I was really just looking at however many lines were underneath the corresponding number on the graph.","Honestly, when doing the trials, my answers felt clear and easy.  When I went to apply this same strategy to the actual questions, I think I started to how the graph was applied to the alpaca situation.  If there were lines below the 28, but then they went back up, I was thinking that it would be below 32 degrees. I am not totally sure if this is correct or not.  I think doing the trials with some 'real life' examples may have helped rather than just reading the graph.  So when the alpaca examples showed that some weather predictions were exactly under the 32, it was easy to determine if blankets should be sent.  Hope that is clear!","6966","308c40cf","66ce89a62b683fcc5f5b8a03","66cf17eec30acf3c5d72527d","30","0","18","12","CK3LYXU8","[1,7,15,14,101,10,4,5,16,13,8,2,17,11,102,12,9,3,6,18]","[10,8,9,101,11,1,3,102,6,7,5,2,4,12]","ensembles","FL_11|FL_21"
"2024-08-28 06:28:19","2024-08-28 06:47:53","IP Address","100","1173","True","2024-08-28 06:47:53","R_3wRJrV3uBIfymG3","anonymous","EN","1","Chrome","126.0.0.0","Macintosh","1710x1107","Yes","30","70","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","A,B,C","","I just looked at the percentage probability ranges from the first line (A) to the bottom line (C or whatever letter it would have been), and calculated that range in my head...e.g. low end probability was 20% and high end probability was 70%. Usually if the top end of the range was over 40%, I decided to send the blankets because I felt like was more likely to reach under 32 degrees that night.","2512","7372b1bb","66ce89a62b683fcc5f5b8a03","66cf17c3cc69b5845e76196a","30","7000","18","12","CK3LYXU8","[6,4,9,5,2,10,3,101,14,1,8,102,12,11,13,7,18,15,17,16]","[8,2,102,1,3,5,6,7,4,9,101,10,12,11]","ensembles","FL_11|FL_21"
"2024-08-28 06:43:58","2024-08-28 06:48:26","IP Address","100","268","True","2024-08-28 06:48:27","R_1iapvPDA2Z247vJ","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","15","50","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","A","","If I saw that temps were low for a long time at the start, I sent blankets to them.","9395","d2ccb4fa","66ce89a62b683fcc5f5b8a03","66cf1b887a567430c0688fb1","30","-5000","18","12","CK3LYXU8","[18,13,7,2,5,102,14,12,16,101,6,3,17,8,15,4,11,10,1,9]","[8,9,2,5,101,11,4,102,12,3,10,7,1,6]","ensembles","FL_11|FL_21"
"2024-08-28 06:34:55","2024-08-28 06:50:01","IP Address","100","905","True","2024-08-28 06:50:01","R_62JNvf3ac3YA53x","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","A","","When performing the task using p-boxes, I used distributions A, B, or C and I primarily considered A.","2899","1288d7d4","66ce89a62b683fcc5f5b8a03","66cf196370512611928e1a18","30","-4000","18","12","CK3LYXU8","[2,17,7,101,15,18,9,16,5,102,8,6,1,12,3,14,13,4,11,10]","[5,11,101,4,10,1,6,2,9,102,8,3,12,7]","pbox","FL_21|FL_11"
"2024-08-28 06:44:25","2024-08-28 06:51:07","IP Address","100","401","True","2024-08-28 06:51:07","R_6mSruXfhL1gqbW9","anonymous","EN","1","Firefox","129.0","Ubuntu","1920x1080","Yes","70","70","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","B","","Yes, I would send blankets for all forecasts with a low temperature percentage of 20 percent or more.","2275","aebaa975","66ce89a62b683fcc5f5b8a03","66cf1b9ce6a8db4372be274d","30","9000","18","12","CK3LYXU8","[13,12,5,3,101,6,14,16,8,9,11,10,4,7,102,2,17,18,15,1]","[8,6,3,101,7,5,2,4,102,11,9,12,10,1]","pbox","FL_21|FL_11"
"2024-08-28 06:44:08","2024-08-28 06:52:07","IP Address","100","478","True","2024-08-28 06:52:07","R_52mrBcZ6Kpg4ck0","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","A,B,C","","I looked at all of them to see where they fell on the graph and used my best judgement on what I would think. I looked at the 32 degree temp first then looked at the overall probability for that temp, using an estimate of what I would feel the chances are then I looked at all the lines to see where they all fell and used my best judgement on if the blankets could be useful or not with the temp/probability.","1844","2761281a","66ce89a62b683fcc5f5b8a03","66cf1b90e3904ce46db425d3","30","5000","18","12","CK3LYXU8","[14,13,18,102,11,2,10,1,16,5,101,9,8,6,17,12,4,15,3,7]","[6,1,8,12,102,4,9,11,7,3,101,10,2,5]","ensembles","FL_11|FL_21"
"2024-08-28 06:32:38","2024-08-28 06:53:16","IP Address","100","1238","True","2024-08-28 06:53:17","R_6n5YJHSGNQdRVYZ","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","B","","I tried to primarily look at the B line in the middle of the upper and lower forecast. I lined up that middle line to the percent chance at the ""32"" degree mark and then made my decision based on how high or low that percent chance was","2320","d9aefe96","66ce89a62b683fcc5f5b8a03","66cf18ae12e840f9d84aa2a7","30","11000","18","12","CK3LYXU8","[16,4,102,10,14,18,9,7,8,2,13,17,12,5,101,6,1,15,11,3]","[11,8,9,12,5,101,6,3,4,102,1,10,7,2]","pbox","FL_21|FL_11"
"2024-08-28 06:44:11","2024-08-28 06:53:42","IP Address","100","571","True","2024-08-28 06:53:43","R_1iEvSgCNuAqNcJL","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x960","Yes","30","70","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","B","","I did look at all three, but B seems to be the middle. I used the middle line to decide if I wanted to send blankets.  I also looked at the highest and lowest to determine how different those two lines were.  ","350","6598630f","66ce89a62b683fcc5f5b8a03","66cf1b91c9f301dd1db6cfb9","30","12000","18","12","CK3LYXU8","[4,5,14,18,17,6,7,9,11,1,101,12,15,102,10,16,2,8,3,13]","[11,3,4,7,101,6,12,8,10,102,1,5,2,9]","pbox","FL_21|FL_11"
"2024-08-28 06:44:16","2024-08-28 06:53:55","IP Address","100","579","True","2024-08-28 06:53:56","R_1R3nkr4dIxVvq74","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","A,B,C","","I tried to determine how close together all three of the points were on the graph, I used that data and made the best possible guess as to what I thought the temperature would be that particular night.","4079","6788debb","66ce89a62b683fcc5f5b8a03","66cf1b9bac140f8231dadefd","30","7000","18","12","CK3LYXU8","[1,11,5,101,13,16,10,102,9,14,18,6,4,17,2,12,8,3,7,15]","[8,9,101,6,3,12,102,11,1,7,5,2,4,10]","ensembles","FL_11|FL_21"
"2024-08-28 06:30:50","2024-08-28 06:54:35","IP Address","100","1424","True","2024-08-28 06:54:35","R_5FFyxkBqwhdf420","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1182x739","Yes","30","70","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","B,Other (please describe)","This task was very confusing to me. I based my answers off of basic textbook graphing. ","I didn't have a strategy, I was extremely confused. ","4244","8e82f1ac","66ce89a62b683fcc5f5b8a03","66cf18705872bcb27b68039f","30","-1000","18","12","CK3LYXU8","[15,5,1,13,16,4,102,2,14,8,9,6,3,12,101,18,10,17,7,11]","[1,9,10,4,3,102,2,8,12,101,6,11,5,7]","ensembles","FL_11|FL_21"
"2024-08-28 06:44:28","2024-08-28 06:55:34","IP Address","100","666","True","2024-08-28 06:55:34","R_3esNZacWqhOyWtj","anonymous","EN","1","Chrome","127.0.0.0","Macintosh","1440x900","Yes","30","70","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","C","","If the bottom line was below 10% then I wasn't sending the blankets.","1335","4d8cdcd1","66ce89a62b683fcc5f5b8a03","66cf1b9f1d4e12fbd305eef4","30","7000","18","12","CK3LYXU8","[16,6,3,14,4,7,17,15,9,8,102,2,1,10,101,12,13,18,5,11]","[5,2,3,11,102,9,1,6,101,10,8,12,4,7]","pbox","FL_21|FL_11"
"2024-08-28 06:31:34","2024-08-28 06:56:06","IP Address","100","1472","True","2024-08-28 06:56:06","R_5MO8ImYRc1P5Whz","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","A,B","","I looked at each of the graphs very carefully and tried to analyze the probable chance of lower temperature.  I specifically analyzed whether all the graphs showed a consistent temperature forecast. Based on that analysis I made decisions whether I should send blankets or not. It might not be the best strategy but yeah that's the strategy I have used.","5101","58813083","66ce89a62b683fcc5f5b8a03","66cf17bc727a15807f5b88e9","30","3000","18","12","CK3LYXU8","[13,10,102,16,17,3,18,15,11,6,9,14,4,101,2,7,5,12,1,8]","[7,5,101,12,10,9,2,11,102,4,3,8,1,6]","ensembles","FL_11|FL_21"
"2024-08-28 06:51:47","2024-08-28 06:58:04","IP Address","100","377","True","2024-08-28 06:58:04","R_7k0uE67tGtWp41b","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1710x1107","Yes","30","70","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","A,B","","I am risk averse, so generally would send blankets if there was a 30% chance the temperature could drop below 32 degrees.","4978","782ca386","66ce89a62b683fcc5f5b8a03","66cf1d5b3191a67ddb5f9629","30","4000","18","12","CK3LYXU8","[3,1,101,16,5,17,15,13,102,9,11,10,14,8,7,12,2,4,6,18]","[1,9,101,10,5,6,102,8,11,7,2,3,4,12]","ensembles","FL_11|FL_21"
"2024-08-28 06:44:01","2024-08-28 07:00:08","IP Address","100","967","True","2024-08-28 07:00:09","R_6p5U1YEW6j9d6ow","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1366x768","Yes","30","70","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","A,C","","I'm looking at the shaded area below 32 if it's approximately at least 25% of the shaded part I send blankets. I messed up the first half at some point.","336","c58424b6","66ce89a62b683fcc5f5b8a03","66cf1b83d415980ec4336581","30","-4000","18","12","CK3LYXU8","[14,6,18,7,3,8,101,12,15,10,11,102,13,5,1,17,4,2,16,9]","[10,12,4,5,101,7,9,102,8,1,3,2,11,6]","pbox","FL_21|FL_11"
"2024-08-28 06:43:55","2024-08-28 07:16:57","IP Address","100","1982","True","2024-08-28 07:16:58","R_5FWcUU8JDqdrIg9","anonymous","EN","1","Chrome","127.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","A,C","","What I believe the graph says is that the 3 different stations predict a low chance of the temperature dropping below 32 degrees F. The lines less that 32 degrees fall on 30%, 20% and somewhere  between 0-10%. I would conclude, from these predictions, that blankets would not need to be sent to the area.","9153","0c1c227c","66ce89a62b683fcc5f5b8a03","66cf1b7ee6a8db4372be2746","30","2000","18","12","CK3LYXU8","[6,15,4,18,9,8,5,102,2,10,17,12,16,3,101,14,13,1,7,11]","[12,11,4,101,3,6,10,2,9,102,8,1,5,7]","pbox","FL_21|FL_11"
