"user_id","vis","budget","curve_for_decision","description"
"5b5e0b21","pbox","6000","A","If the probability that it would fall below 32 degrees was around 50% or more, I decided to send blankets, otherwise I felt there was a good chance it was a lower possibility, according to previous graphs. "
"778c2689","pbox","10000","A,C","I primarily used the A distribution to determine the chance that the temperature would fall below 32.  If I thought the chance was high enough, I would err on the side of caution and send blankets, in order to protect the animals."
"950c8f18","ensembles","-3000","A,B","I mainly used the higher and middle lines to determine if I should send the blankets or not. My reason for this is that it is a more cautious move to consider the higher probability of the temperature falling below 32 degrees (the ""A"" line). however, i viewed the B line as more of an average. I used the C line to a lesser extent in my predictions. For example, if all lines were above a certain percentage, I would definitely send blankets. If all lines were below 10% or so, I would definitely not send blankets. If the lines fell somewhere from about 20-60% I would utilize all 3 lines to make an informed prediction and calculate the risk of the alpacas freezing. "
"d2030587","pbox","11000","A,C","I looked to see if the purple area to the left of 32F was a decent amount (at least 40% of total area?) and sent blankets if it was high."
"8e82f1ac","ensembles","-1000","B,Other (please describe)","I didn't have a strategy, I was extremely confused. "
"4778c6cc","ensembles","4000","A","My strategy for this task was to go off of distribution A (the highest probability) and only looked at the probability of the temperature being 32 degrees or lower.  If A went above a certain amount (20-30 percent), I would send blankets.  I thought it was better to be safe than sorry."
"19d9db92","ensembles","10000","Other (please describe)","The way I performed the entire study in the second half was looking at how many were above a 30% chance. We had 5 stations that were telling us their predictions with equal reliability. Say 3 of them (3/5 so more than 50%) said that it would be above a 30% chance of it being below 32 degrees, then I would choose to send blankets. If only 2/5 (less than 50%) said that there was a 30% chance of it being 32 degrees, I would choose not to send blankets. In the scenario where there would have been an even number, I would choose 50% AND above to send blankets. "
"65a36d41","pbox","11000","A","Because I would lose $5,000 if I didn't send blankets and the temperature dropped below 32 degrees F, I wanted to be as conservative as possible. I opted to send blankets if the highest predicted probability (distribution A) had about a 20% or higher probability of being 32 degrees F or lower. This seemed to be a good approach as I'm confident I didn't lose $5,000 at any given point, and I believe from the first section of the study that if the probability to be 32 degrees F or lower was 20% or higher, it tended to end up being 32 degrees F or lower."
"377a781e","pbox","-4000","A,B,C,Other (please describe)","I'm not sure."
"0d5ecabf","pbox","9000","B","You could sort of tell where the average temperature was going to fall based on the graphs. So if it looked like the temp average was above 32 degrees, no blankets were sent. "
"2ff28004","pbox","-9000","B","There is a 50% chance of dropping below 32 degrees, so I opted not to send blankets in hopes that the temperature will not drop further and that I will save my budget."
"677dd13b","pbox","-16000","A,B,C","I take the average of the A and C points of the graph into consideration to determine if it is below or at freezing temperatures "
"c6a92082","pbox","1000","A","I took the given 32F and coordinated it with its corresponding probability, if there probability is below 50 i wont invest, if it is above 50 i will invest "
"ebf0baab","pbox","-9000","C","
I determined how likely the chance of cold weather is. If there was a greater concern for cold weather, I would send blankets "
"d562dbc6","ensembles","5000","B","If the b-line was below or close to being below 20, I sent the blankets. That seemed to work the best using these graphs."
"0a05dcf2","pbox","10000","A","To me the graph above shows that the chance of the temperature going below 32 is around 18% on average. For the A line that number jumps to 30% and the C line is less than 10%. I want to make a decision that will protect the animals. I think it's easy to say don't send in this scenario, but I would still send them because there is a risk of almost 1/3 that the animals will need them. The $5,000 penalty is also severe and it is better to be cautious both for my own benefit and to benefit the animals. "
"1098adf5","ensembles","7000","A,B,C","I viewed the graph as to where the bulk of the line landed in comparison to the 32 degree marker. If the majority was to the right (higher temps), no blanket. If majority was to the left (lower temps), send blanket. If the line seemed to be equal parts right and left of 32 degrees, I would look at the percentage chance of it being 32 or below. If it was a percent chance of 40% or higher, I would send the blankets. "
"8dd74fe3","pbox","0","C","For the graphs, I used how much of the graph was under the target temperature requirements versus how much was above the target temperature requirements. If more of the graph was over 32 degrees then I chose to not send blankets as they were most likely not needed. I would love to have a review after the selections to see where I was correct and where I was wrong."
"856275fa","pbox","5000","B","I based my decision on the peaks of the graph and lows of the graph, looking at the middle point, B, of where it fell on the graph, if it fell below 50% I chose to not send the blankets, if it was above 50% I chose to send blankets, there were only a few graphs that were exception to that, in which the B didn't get above 32 at all, or it only went up well after the 32."
"980bb5af","pbox","4000","B","was using how much of the purple shaded area had a possibility of being below 32 degrees"
"50e0eb47","ensembles","4000","B","I chose to send blankets if there was around a 20% chance of the temperature being low enough to need them. The risk of a mistake cost more than the risk of sending unneeded blankets. So I weighed the fact that I had enough money to cover all of the nights against the possibility of spending more money on a mistake, and chose to send the blankets if the organization with the lowest temperature predicted a risk."
"1288d7d4","pbox","-4000","A","When performing the task using p-boxes, I used distributions A, B, or C and I primarily considered A."
"f96e7bbf","ensembles","11000","B","I only look at the 32 x-axis line, and I tend to focus on the median temperature.  If it's above 40%, I send blankets (I chose 40% over 50% becuase not sending blankets is 5x as expensive as accidnentally sending blankets we don't need.  It's better to ""over-blanket"" than to ""under-blanket"")  So, on the figure you're showing me, I estimate that the median probability of under 32 degrees is approximately 20%, which is pretty good odds that blankets are not needed.  No blankets!"
"0c1c227c","pbox","2000","A,C","What I believe the graph says is that the 3 different stations predict a low chance of the temperature dropping below 32 degrees F. The lines less that 32 degrees fall on 30%, 20% and somewhere  between 0-10%. I would conclude, from these predictions, that blankets would not need to be sent to the area."
"345e418c","ensembles","-8000","A","If the forecast range is narrow and all forecasts predict temperatures above the critical threshold for alpacas to need blankets, then issuing blankets might not be necessary."
"3b1a3a34","pbox","11000","A","If the graph showed a 50% or higher likelihood of it being below 32 degrees I opted to send blankets. "
"40eb6f9b","pbox","0","A,B,C","I looked at the chart to see the percentages,  If it was going to be more than likely they needed blankets I chose send blankets.  Even if the percentage was just even a little close to being a possibility they would be cold I chose send blankets.  The thought of them freezing made me sad."
"18f8481a","ensembles","11000","A","I started by looking at the line with the highest percent chance of freezing temperatures.  If it was 30% or below then I would quickly look at the other lines to check and wouldn't send blankets (less than 30% chance).  If it was above 50% then I would look at the lowest probability line and if it was above 50% then I would send blankets."
